,19052,95141,43519,27982,21522,43523,81225,21405,45816,41101,47986,89155,55144,4033,86343
13,235860.85205104685,934522.3422528382,59215.89082690013,394792.52798820985,161668.7704521991,73936.319452066,577563.4026086631,882210.4993404285,93897.43620745146,60496.56070009233,61575.73060652967,295207.8373494104,139629.33875116217,667028.615840747,126841.82670147457
14,242074.88316748277,948975.4233375259,59711.75089704184,401708.3929368532,167062.81709957693,73943.57588096379,592098.9371712673,907581.8535154946,94607.12420378452,61556.98040834261,61864.34954538977,298638.4987111347,144963.90421752442,689687.8581443409,129342.39518526623
15,247748.23121382904,959976.6567458252,59845.750798685156,408629.4788623116,172500.67075443044,73215.44295516922,606125.2461752295,933173.7734575127,94853.5409470148,62396.814979954994,62140.542534589695,301162.54354852735,149856.54014794226,712469.202942461,131115.47109005263
16,253917.85482754896,1028392.2766960785,59348.43013816213,411539.4463112657,174496.25727428164,75703.08632067016,620683.4185769154,955592.1846591996,93342.84133619629,62204.17221694433,59685.25688866067,304263.73169267445,152852.34708752076,711163.3265953729,134333.25993453374
17,260670.2780463191,1046314.428343008,60205.91691626837,418448.9091922097,179845.4705223819,76448.72505425615,635728.2105135429,980742.2248237897,94515.0732981729,63485.93062194949,59985.44180246432,308600.9076557996,158628.0559309253,733693.3685788765,137561.5933042108
18,266883.1565337658,1060767.5084995106,60702.25814866964,425364.7740976849,185239.51716959293,76459.84348189896,650263.7450633997,1006113.5787193854,95224.76107798783,64547.72172881664,60274.06070569543,312031.5690151649,163962.62139330775,756352.6109809069,140062.16179058983
19,272556.50457200175,1071768.7413013298,60836.72829839897,432285.8600034213,190677.3708259937,75735.05562900858,664290.0540615951,1031705.4984788473,95471.17774596761,65388.924841901186,60550.25366754298,314555.613851749,168855.2573191434,779133.955859504,141835.23769874594
20,278726.12817915116,1140184.3608522047,60339.87892464039,435195.8274498439,192672.95734710406,78225.27416358932,678848.2264562242,1054123.9095435287,93960.47797037466,65196.613848914094,58094.96801546982,317656.80199512024,171851.06425206357,777828.0796049449,145053.02654554232
21,285478.5513972739,1158106.512421782,61197.76985229121,442105.2903172041,198022.1705961353,78973.17008799085,693893.018388471,1079273.949619559,95132.70982156525,66478.54261726109,58395.152915445986,321993.9779558752,177626.77308703645,800358.1216207601,148281.35991601794
22,291691.42988472036,1172559.5925782192,61694.11108469374,449021.15522268356,203416.21724335002,78984.28851562989,708428.5529383278,1104645.303515157,95842.39760138313,67540.33372413027,58683.77181868036,325424.6393152411,182961.33854942222,823017.3640228149,150781.92840239572
23,289885.8196877903,1081802.7074847552,57770.84878647873,459994.4067978548,212842.35499818885,65538.32406309173,715329.7410663744,1136243.2012560489,91836.70748226588,66551.67537438263,61513.48471948549,315635.6987037936,184016.79082032884,871325.2910004447,141701.28157774173
24,302499.49503911124,1191133.2587159812,61601.47025335852,462867.2404560081,214334.59061461285,76800.93905064113,735972.7230539382,1156048.3687512558,95872.00787307184,69002.0681059132,59222.868727849986,329567.5012542953,192304.63807241464,868694.6771135596,153602.09671204153
25,307097.36450173025,1195305.7290964783,61013.67889455901,469794.72103557864,219856.52256224694,74611.99404668894,748983.6585503514,1182076.8096627048,95192.80135299337,69402.21025886755,59471.61873963121,330283.9678105995,196314.02987631105,891697.4191031444,153925.9489445675
26,311161.05036106217,1196112.8168166801,60066.71715796435,476723.1283288938,225418.50193964242,71697.30830224519,761489.9328490607,1208320.0287523742,94052.79106253888,69582.61209511521,59705.34934441378,330102.4446440189,199883.59247080912,914798.7264375397,153530.53405458436
27,314694.09303872916,1193594.7915633353,58762.70172249191,483650.7879228599,231019.0550719502,68062.76909679797,773494.5489412908,1234774.926051837,92454.34400564789,69544.28736969014,59923.19583247203,329028.769003843,203015.50797643058,937990.0440423727,152421.04818952415
28,327307.76839007623,1302925.342794842,62593.32318938796,486523.6215809998,232511.29068836378,79325.38408439142,794137.5309288751,1254580.0935470175,96489.64439647221,71994.68010122841,57632.57984083062,342960.5715543877,211303.35522853327,935359.4301554309,164321.86332386313
29,331905.6378526989,1307097.8131753542,62005.53183059128,493451.10216057,238033.22263599792,77136.43908044446,807148.4664252906,1280608.5344584638,95810.4378763974,72394.82225418442,57881.32985261224,343677.03811069805,215312.74703243322,958362.172145019,164645.71555639437
30,335969.32371202344,1307904.9008954498,61058.57009399279,500379.5094538892,243595.20201339747,74221.75333598786,819654.7407239925,1306851.7535481383,94670.42758593902,72575.22409043049,58115.06045739754,343495.51494410564,218882.309626928,981463.4794794412,164250.3006664005
31,339502.36638967576,1305386.8756419697,59754.5546585108,507307.169047861,249195.75514570973,70587.2141305171,831659.3568162115,1333306.6508476147,93071.98052903685,72536.89936500051,58332.906945457966,342421.83930390544,222014.2251325388,1004654.7970842957,163140.8148013188
32,352116.04174102994,1414717.4268735712,63585.1761254108,510180.002705998,250687.99076211976,81849.82911812165,852302.3388038033,1353111.818342791,97107.28091986541,74987.2920965409,56042.29095381443,356353.64185446216,230302.0723846454,1002024.1831973296,175041.6299356677
